iter	Huber:delta=1.0
138	0.0006176357129
139	0.0006148037797
140	0.0006129796367
141	0.0006110040622
142	0.0006091763766
143	0.0006077904912
144	0.0006052306377
145	0.0006035720566
146	0.0006021926416
147	0.0006002754189
148	0.0005990496792
149	0.0005970765188
150	0.0005961629314
151	0.0005939550373
152	0.0005918326332
153	0.0005901817938
154	0.0005886439598
155	0.0005870973113
156	0.0005851974371
157	0.0005838329247
158	0.0005824630868
159	0.0005810156774
160	0.0005788955934
161	0.0005771270599
162	0.0005757198645
163	0.0005739323346
164	0.0005719847586
165	0.0005701414752
166	0.0005686924996
167	0.0005674784957
168	0.0005654172927
169	0.0005642323603
170	0.0005620559029
171	0.0005596717715
172	0.0005581786246
173	0.0005570421635
174	0.0005552915348
175	0.0005537597709
176	0.0005522461774
177	0.0005512641886
178	0.0005496119429
179	0.000548567608
180	0.000547118977
181	0.0005453714524
182	0.0005444478395
183	0.0005426324074
184	0.0005411121748
185	0.0005395417802
186	0.0005379705281
187	0.0005361798377
188	0.00053496067
189	0.0005337337365
190	0.0005325421736
191	0.000531332316
192	0.0005301575681
193	0.0005293275767
194	0.0005280572447
195	0.0005261002427
196	0.0005248965939
197	0.0005236828617
198	0.000522139077
199	0.0005208217563
200	0.000519996705
201	0.0005190301855
202	0.0005176705161
203	0.0005164260597
204	0.0005151681193
205	0.0005140172076
206	0.0005120379765
207	0.0005110305819
208	0.000509604711
209	0.0005083690232
210	0.0005070063433
211	0.0005057574443
212	0.0005049131013
213	0.0005033085413
214	0.00050200625
215	0.0005012890532
216	0.0005004663945
217	0.0004997530642
218	0.0004991168532
219	0.0004977542692
220	0.0004967594574
221	0.0004952229483
222	0.0004933927596
223	0.0004925318481
224	0.0004914678936
225	0.0004901588446
226	0.0004892820027
227	0.0004876040252
228	0.0004867333016
229	0.0004860510778
230	0.0004846440801
231	0.0004836627778
232	0.000482789702
233	0.0004814625351
234	0.0004803201228
235	0.0004794980118
236	0.0004789308584
237	0.0004773480774
238	0.0004757229396
239	0.0004751787066
240	0.0004739823534
241	0.0004731295923
242	0.0004719324116
243	0.0004710429916
244	0.0004695299826
245	0.0004680734148
246	0.0004671219583
247	0.0004664688304
248	0.0004653524877
249	0.0004647027515
250	0.0004640988984
251	0.0004631791356
252	0.0004626177309
253	0.0004621425382
254	0.0004612958041
255	0.000460204938
256	0.0004593748934
257	0.0004586290449
258	0.0004579278024
259	0.00045694144
260	0.0004561513762
261	0.0004548816366
262	0.0004539300053
263	0.0004527308487
264	0.0004515467973
265	0.0004505698542
266	0.0004497309229
267	0.0004490016097
268	0.0004483855074
269	0.0004473521732
270	0.0004467418226
271	0.000446053305
272	0.0004451049904
273	0.0004442490843
274	0.0004435243283
275	0.0004425129813
276	0.000441660017
277	0.0004406912883
278	0.0004402240456
279	0.0004394076487
280	0.0004386204549
281	0.0004378378066
282	0.000437156927
283	0.000436374554
284	0.0004353665553
285	0.0004346461049
286	0.0004339735258
287	0.0004334403491
288	0.000432369217
289	0.0004317050127
290	0.0004311676032
291	0.0004298658099
292	0.0004289753424
293	0.0004278859365
294	0.0004273193484
295	0.0004264635402
296	0.0004255023163
297	0.0004248971952
298	0.0004244163247
299	0.0004235533865
300	0.0004228358176
301	0.0004217981393
302	0.000421189184
303	0.0004206554699
304	0.0004202537276
305	0.0004199407099
306	0.0004193654124
307	0.0004188795615
308	0.0004183862572
309	0.0004174392262
310	0.0004163258075
311	0.0004156546464
312	0.0004148934224
313	0.0004141054032
314	0.0004129521829
315	0.0004125008362
316	0.0004117390763
317	0.0004104400561
318	0.0004093272806
319	0.0004085207493
320	0.0004078311326
321	0.0004072575045
322	0.0004065901378
323	0.0004057118349
324	0.0004049365293
325	0.0004045162718
326	0.0004035783976
327	0.0004032011844
328	0.0004026072237
329	0.0004021856443
330	0.0004012553861
331	0.0004007821515
332	0.0004004311756
333	0.0003999104069
334	0.0003992404711
335	0.0003982015074
336	0.0003974600141
337	0.0003969097497
338	0.0003966363484
339	0.0003958699729
340	0.0003953440531
341	0.000394799509
342	0.0003943425698
343	0.0003938755422
344	0.000393320717
345	0.0003928065189
346	0.0003921583113
347	0.0003918152323
348	0.000391051577
349	0.0003904443482
350	0.000390109303
351	0.0003893724347
352	0.0003888195275
353	0.000388408759
354	0.0003878414954
355	0.0003873816168
356	0.0003867460038
357	0.0003859590472
358	0.0003855129115
359	0.0003849955908
360	0.0003846444317
361	0.0003840947669
362	0.000383527687
363	0.0003832158415
364	0.0003827260354
365	0.0003824345687
366	0.000381950656
367	0.0003813089162
368	0.0003808615508
369	0.0003803019212
370	0.000379419091
371	0.0003790868085
372	0.0003786037596
373	0.0003776637881
374	0.0003771139603
375	0.0003767714099
376	0.0003764298355
377	0.0003759615949
378	0.0003752820551
379	0.0003746810634
380	0.0003741727541
381	0.0003734346561
382	0.0003726744091
383	0.000372015819
384	0.000371492014
385	0.0003709879309
386	0.0003705413092
387	0.0003701125726
388	0.0003697623217
389	0.0003691036225
390	0.0003686707982
391	0.0003679252299
392	0.0003675601469
393	0.0003670900508
394	0.0003666846976
395	0.0003660090151
396	0.0003656622835
397	0.0003651641755
398	0.0003647963733
399	0.0003643897113
